DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
W+ 1 80.4 151.123 -86 -67 67 W- 1 80.4 92.2776 -1 33 31
b_quark 0 4.18 129.083 -105 52 -54 b_quark 0 4.18 124.477 23 8 122
Z 1 91.2 205.785 123 26 135 Z 1 91.2 207.862 -131 72 -112
b_quark 0 4.18 179.921 145 -95 -48 b_quark 0 4.18 248.995 -243 54 4
b_quark 0 4.18 124.276 -111 -55 9 b_quark 0 4.18 214.281 115 155 -93
W+ 1 80.4 178.589 -147 -10 -61 W- 1 80.4 152.752 116 -7 58
b_quark 0 4.18 96.827 22 93 -15 b_quark 0 4.18 107.119 25 -104 -4
b_quark 0 4.18 157.72 -115 -103 -32 b_quark 0 4.18 218.537 149 158 -24
W+ 1 80.4 140.898 90 -38 62 W- 1 80.4 158.067 -94 66 -73
b_quark 0 4.18 156.216 -13 131 84 b_quark 0 4.18 232.995 -3 -214 -92
b_quark 0 4.18 110.487 11 -63 -90 b_quark 0 4.18 160.768 33 154 32
W+ 1 80.4 127.036 -33 -76 -53 W- 1 80.4 155.084 99 55 69
b_quark 0 4.18 166.14 149 -70 22 b_quark 0 4.18 245.321 -220 106 -23
b_quark 0 4.18 140.28 99 16 98 b_quark 0 4.18 128.478 -35 60 -108
W+ 1 80.4 177.136 -141 -26 66 W- 1 80.4 187.476 165 27 27
b_quark 0 4.18 134.319 -118 -50 40 b_quark 0 4.18 222.759 204 58 -68
Z 1 91.2 178.842 -121 -1 95 Z 1 91.2 185.557 28 101 -123
b_quark 0 4.18 177.982 102 66 -130 b_quark 0 4.18 223.55 -150 -104 129
b_quark 0 4.18 189.279 150 85 78 b_quark 0 4.18 77.8105 -57 -22 -48
b_quark 0 4.18 102.369 -15 -74 69 b_quark 0 4.18 130.351 29 58 -113
b_quark 0 4.18 215.273 140 65 150 b_quark 0 4.18 285.329 -177 35 -221
b_quark 0 4.18 178.959 -44 147 92 b_quark 0 4.18 287.997 -26 -240 -157
Z 1 91.2 188.826 -125 57 92 Z 1 91.2 222.473 70 41 -186
b_quark 0 4.18 123.375 76 82 -52 b_quark 0 4.18 211.711 -112 -128 126
b_quark 0 4.18 152.73 -134 27 -68 b_quark 0 4.18 146.528 107 -100 -2
b_quark 0 4.18 135.906 31 124 -46 b_quark 0 4.18 176.044 -49 -117 122
b_quark 0 4.18 96.553 -16 93 -20 b_quark 0 4.18 100.451 -16 -99 4
b_quark 0 4.18 91.9265 -50 -67 38 b_quark 0 4.18 124.898 35 119 14
b_quark 0 4.18 156.622 -124 -64 71 b_quark 0 4.18 190.375 136 40 -127
tau+ 0 1.78 176.199 5 97 -147 tau- 0 1.78 220.52 39 -176 127
tau+ 0 1.78 159.603 -143 70 -11 tau- 0 1.78 176.52 104 -132 54
b_quark 0 4.18 169.347 81 100 110 b_quark 0 4.18 183.503 -36 -158 -86
b_quark 0 4.18 177.436 -115 -95 96 b_quark 0 4.18 191.996 20 123 -146
b_quark 0 4.18 175.589 99 102 103 b_quark 0 4.18 214.796 -48 -150 -146
b_quark 0 4.18 197.771 -138 -114 -84 b_quark 0 4.18 133.703 97 35 85
b_quark 0 4.18 154.112 64 -41 -134 b_quark 0 4.18 226.094 -125 140 126
b_quark 0 4.18 149.364 -46 24 140 b_quark 0 4.18 155.921 -13 -10 -155
W+ 1 80.4 164.472 115 -51 69 W- 1 80.4 159.935 -119 65 27
W+ 1 80.4 176.82 136 64 47 W- 1 80.4 178.945 -103 -122 -8
tau+ 0 1.78 178.763 -109 -134 -46 tau- 0 1.78 115.417 63 95 18
Z 1 91.2 192.879 -135 -102 -16 Z 1 91.2 115.687 56 29 -33
b_quark 0 4.18 159.036 55 7 149 b_quark 0 4.18 165.065 -106 -48 -117
b_quark 0 4.18 167.378 -89 131 54 b_quark 0 4.18 214.211 160 -138 35
W+ 1 80.4 173.796 29 -106 -108 W- 1 80.4 227.908 21 51 206
W+ 1 80.4 129.608 7 -77 -66 W- 1 80.4 118.229 7 24 83
b_quark 0 4.18 99.6166 -5 91 40 b_quark 0 4.18 86.2987 -71 -42 -25
b_quark 0 4.18 186.031 -110 17 -149 b_quark 0 4.18 145.435 65 3 130
b_quark 0 4.18 155.751 115 -54 90 b_quark 0 4.18 161.429 -152 33 -43
b_quark 0 4.18 88.6593 39 61 -51 b_quark 0 4.18 94.0291 -92 6 -18
b_quark 0 4.18 214.815 140 68 -148 b_quark 0 4.18 326.054 -222 29 237
b_quark 0 4.18 130.179 -117 -18 54 b_quark 0 4.18 106.337 92 -15 -51
b_quark 0 4.18 155.896 111 -27 -106 b_quark 0 4.18 154.63 -112 -18 105
b_quark 0 4.18 161.188 38 66 -142 b_quark 0 4.18 105.335 14 -91 51
b_quark 0 4.18 145.738 -110 -29 -91 b_quark 0 4.18 185.786 113 -11 147
W+ 1 80.4 133.586 -18 -89 -56 W- 1 80.4 182.28 67 103 108
b_quark 0 4.18 72.4325 8 38 -61 b_quark 0 4.18 153.787 -68 -135 28
b_quark 0 4.18 124.942 27 92 80 b_quark 0 4.18 207.838 73 -191 -37
b_quark 0 4.18 158.844 135 -10 83 b_quark 0 4.18 239.329 -206 -40 -115
b_quark 0 4.18 162.885 -147 51 48 b_quark 0 4.18 222.377 163 -148 -31
b_quark 0 4.18 177.055 139 99 -47 b_quark 0 4.18 231.291 -179 -11 146
W+ 1 80.4 89.9231 38 13 -3 W- 1 80.4 164.372 -96 27 103
b_quark 0 4.18 92.9864 58 -72 9 b_quark 0 4.18 133.186 28 116 59
b_quark 0 4.18 76.7559 -17 16 -73 b_quark 0 4.18 33.8153 -6 -19 27
b_quark 0 4.18 175.244 -97 70 128 b_quark 0 4.18 154.679 108 -12 -110
b_quark 0 4.18 149.126 -106 -13 104 b_quark 0 4.18 160.067 68 84 -118
W+ 1 80.4 238.189 138 95 -149 W- 1 80.4 151.74 -66 -98 51
Z 1 91.2 137.02 -69 -64 40 Z 1 91.2 137.133 34 86 44
b_quark 0 4.18 194.248 105 149 67 b_quark 0 4.18 196.986 -109 -164 3
b_quark 0 4.18 209.541 92 149 -115 b_quark 0 4.18 254.915 -108 -172 154
b_quark 0 4.18 142.083 -39 -35 132 b_quark 0 4.18 208.018 77 86 -173
b_quark 0 4.18 155.96 41 92 -119 b_quark 0 4.18 146.282 46 -127 56
b_quark 0 4.18 82.4771 76 -15 28 b_quark 0 4.18 86.1422 -59 59 -21
W+ 1 80.4 192.567 -143 -13 100 W- 1 80.4 226.881 109 33 -179
b_quark 0 4.18 63.7689 58 -18 19 b_quark 0 4.18 71.3265 -13 65 26
W+ 1 80.4 204.446 -78 -135 105 W- 1 80.4 306.048 175 176 -160
b_quark 0 4.18 103.342 91 35 34 b_quark 0 4.18 190.367 -179 50 -41
b_quark 0 4.18 197.341 90 145 -99 b_quark 0 4.18 240.33 -100 -154 155
W+ 1 80.4 113.689 -44 -6 67 W- 1 80.4 166.569 116 -88 -9
b_quark 0 4.18 40.1805 16 30 21 b_quark 0 4.18 127.701 -95 -32 79
b_quark 0 4.18 119.057 66 0 -99 b_quark 0 4.18 218.29 -86 51 194
b_quark 0 4.18 166.023 -101 121 52 b_quark 0 4.18 238.417 165 -100 -140
b_quark 0 4.18 84.6078 -63 -16 -54 b_quark 0 4.18 125.648 96 25 77
b_quark 0 4.18 155.931 -122 -97 2 b_quark 0 4.18 283.567 212 168 -85
b_quark 0 4.18 140.234 8 -120 -72 b_quark 0 4.18 172.106 81 149 29
W+ 1 80.4 169.739 -143 -23 -37 W- 1 80.4 134.332 68 -66 51
b_quark 0 4.18 165.489 -133 44 -88 b_quark 0 4.18 126.469 122 -2 33
b_quark 0 4.18 126.355 114 -6 54 b_quark 0 4.18 187.913 -183 -19 -38
b_quark 0 4.18 101.973 -75 -66 -20 b_quark 0 4.18 169.489 138 97 -16
b_quark 0 4.18 148.645 -102 55 93 b_quark 0 4.18 193.759 162 16 -105
b_quark 0 4.18 131.922 -68 111 -21 b_quark 0 4.18 96.6047 39 -87 -15
W+ 1 80.4 107.355 64 2 31 W- 1 80.4 174.133 -139 -21 -64
b_quark 0 4.18 117.798 -83 -83 -9 b_quark 0 4.18 171.285 0 160 61
W+ 1 80.4 155.107 -36 -127 13 W- 1 80.4 173.485 94 109 54
W+ 1 80.4 164.247 126 -34 59 W- 1 80.4 211.031 -193 -14 -25
W+ 1 80.4 171.843 121 -45 80 W- 1 80.4 193.088 -137 109 13
b_quark 0 4.18 111.384 -17 110 0 b_quark 0 4.18 171.521 76 -145 51
b_quark 0 4.18 194.537 -111 141 -75 b_quark 0 4.18 183.887 14 -135 124
W+ 1 80.4 172.018 -99 115 -10 W- 1 80.4 211.859 24 -188 50
b_quark 0 4.18 195.46 -143 133 7 b_quark 0 4.18 215.178 122 -170 50
b_quark 0 4.18 149.728 -12 -39 144 b_quark 0 4.18 252.609 -39 112 -223
W+ 1 80.4 176.803 145 -31 -53 W- 1 80.4 177.283 -154 15 32
b_quark 0 4.18 126.88 -99 -14 -78 b_quark 0 4.18 148.992 111 -82 56
b_quark 0 4.18 131.105 -9 127 31 b_quark 0 4.18 178.391 22 -131 -119
b_quark 0 4.18 187.199 -135 -76 -105 b_quark 0 4.18 216.346 160 32 142
b_quark 0 4.18 167.39 13 -128 107 b_quark 0 4.18 252.546 41 160 -191
W+ 1 80.4 113.372 -17 -60 50 W- 1 80.4 144.15 -67 99 5
b_quark 0 4.18 156.651 89 35 -124 b_quark 0 4.18 114.112 -98 30 50
W+ 1 80.4 97.438 -38 -25 -31 W- 1 80.4 145.589 62 22 102
b_quark 0 4.18 122.26 -20 29 -117 b_quark 0 4.18 192.342 115 43 148
W+ 1 80.4 247.478 114 148 141 W- 1 80.4 220.722 -97 -54 -173
W+ 1 80.4 178.138 -10 80 -137 W- 1 80.4 194.294 66 -19 163
b_quark 0 4.18 181.699 136 -95 74 b_quark 0 4.18 152.697 -39 147 13
b_quark 0 4.18 130.945 4 -27 128 b_quark 0 4.18 117.9 -77 45 -77
b_quark 0 4.18 115.059 -112 -26 1 b_quark 0 4.18 71.7389 34 47 42
b_quark 0 4.18 159.761 139 -52 59 b_quark 0 4.18 194.968 -149 125 -13
b_quark 0 4.18 149.139 -97 -96 -60 b_quark 0 4.18 201.989 61 190 -31
W+ 1 80.4 144.614 -93 -66 38 W- 1 80.4 166.019 108 97 5
b_quark 0 4.18 92.1926 72 -57 7 b_quark 0 4.18 99.2143 -68 21 -69
b_quark 0 4.18 215.665 -123 111 138 b_quark 0 4.18 116.462 100 -45 -39
b_quark 0 4.18 173.82 24 -108 134 b_quark 0 4.18 274.515 -34 171 -212
b_quark 0 4.18 109.057 88 64 6 b_quark 0 4.18 176.506 -160 -49 -56
b_quark 0 4.18 32.101 31 6 4 b_quark 0 4.18 93.5867 30 79 40
W+ 1 80.4 170.312 -85 -89 -86 W- 1 80.4 213.977 91 129 120
W+ 1 80.4 205.03 -92 -145 78 W- 1 80.4 186.776 86 144 17
W+ 1 80.4 139.972 -34 -94 -56 W- 1 80.4 114.141 8 32 74
b_quark 0 4.18 210.588 148 149 15 b_quark 0 4.18 99.6116 -50 -54 -67
W+ 1 80.4 150.14 -6 79 -99 W- 1 80.4 199.226 43 -7 177
b_quark 0 4.18 124.364 -43 100 60 b_quark 0 4.18 83.5911 -36 -75 7
b_quark 0 4.18 191.769 -73 145 102 b_quark 0 4.18 48.6567 -3 -46 -15
b_quark 0 4.18 94.9393 -66 -4 68 b_quark 0 4.18 95.7835 0 54 -79
tau+ 0 1.78 137.194 77 59 97 tau- 0 1.78 160.948 -75 -70 -124
tau+ 0 1.78 193.877 -126 78 -125 tau- 0 1.78 163.276 132 4 96
b_quark 0 4.18 166.909 65 96 -120 b_quark 0 4.18 180.154 -139 -54 101
b_quark 0 4.18 127.481 -32 -117 39 b_quark 0 4.18 218.921 26 217 -12
b_quark 0 4.18 126.765 -12 32 122 b_quark 0 4.18 96.8477 -57 -73 -28
W+ 1 80.4 146.472 -26 -117 -25 W- 1 80.4 95.8027 5 40 33
b_quark 0 4.18 203.267 -148 80 -114 b_quark 0 4.18 236.141 164 -168 25
b_quark 0 4.18 148.052 22 -93 113 b_quark 0 4.18 172.871 9 35 -169
tau+ 0 1.78 166.626 -104 -111 68 tau- 0 1.78 108.799 44 63 -77
W+ 1 80.4 130.423 69 48 59 W- 1 80.4 137.249 -103 -42 0
b_quark 0 4.18 68.2017 67 -9 -8 b_quark 0 4.18 85.1145 -5 -61 -59
b_quark 0 4.18 142.574 -61 -115 -58 b_quark 0 4.18 147.151 108 84 54
b_quark 0 4.18 66.9587 -36 -53 -19 b_quark 0 4.18 64.9113 36 -46 -28
b_quark 0 4.18 229.468 142 -107 -145 b_quark 0 4.18 268.858 -215 119 109
b_quark 0 4.18 96.5581 -19 52 -79 b_quark 0 4.18 66.4264 -49 37 25
b_quark 0 4.18 142.139 -19 15 -140 b_quark 0 4.18 110.519 81 56 50
W+ 1 80.4 165.303 -86 -72 91 W- 1 80.4 171.316 -6 57 -140
b_quark 0 4.18 243.769 -146 137 -139 b_quark 0 4.18 250.373 221 -88 78
W+ 1 80.4 111.023 -74 5 19 W- 1 80.4 146.131 87 -61 60
b_quark 0 4.18 134.813 88 3 -102 b_quark 0 4.18 87.1692 -59 -64 2
b_quark 0 4.18 148.238 118 88 17 b_quark 0 4.18 225.948 -205 -89 33
W+ 1 80.4 102.612 46 -43 -10 W- 1 80.4 193.458 -95 124 81
b_quark 0 4.18 137.111 46 -5 -129 b_quark 0 4.18 188.02 -7 82 169
b_quark 0 4.18 180.279 127 -73 105 b_quark 0 4.18 241.084 -130 20 -202
b_quark 0 4.18 115.406 -81 82 -4 b_quark 0 4.18 170.137 113 -116 52
W+ 1 80.4 167.072 -56 117 -68 W- 1 80.4 229.027 -42 -199 68
b_quark 0 4.18 175.882 -111 -10 -136 b_quark 0 4.18 204.107 105 -61 164
b_quark 0 4.18 55.9685 1 -45 33 b_quark 0 4.18 118.573 76 79 45
b_quark 0 4.18 224.309 -104 141 -140 b_quark 0 4.18 207.753 54 -192 58
b_quark 0 4.18 138.186 -66 -49 -111 b_quark 0 4.18 53.3898 -24 -24 41
W+ 1 80.4 200.133 116 -33 138 W- 1 80.4 109.719 -35 -50 -43
b_quark 0 4.18 44.3562 10 -13 41 b_quark 0 4.18 93.2281 -87 -31 12
b_quark 0 4.18 144.587 46 -114 -76 b_quark 0 4.18 131.112 0 87 98
b_quark 0 4.18 128.773 55 106 48 b_quark 0 4.18 192.267 -138 -128 39
b_quark 0 4.18 179.121 101 -85 121 b_quark 0 4.18 236.352 -104 127 -170
b_quark 0 4.18 117.726 -7 -32 -113 b_quark 0 4.18 128.614 -38 34 118
b_quark 0 4.18 156.887 -144 62 -4 b_quark 0 4.18 126.097 93 -85 3
W+ 1 80.4 136.631 -58 -58 74 W- 1 80.4 212.139 73 99 -153
b_quark 0 4.18 189.64 116 -17 -149 b_quark 0 4.18 121.291 -94 -23 73
b_quark 0 4.18 214.566 -114 129 128 b_quark 0 4.18 222.633 50 -182 -118
W+ 1 80.4 143.339 -61 -19 -100 W- 1 80.4 151.941 123 38 7
b_quark 0 4.18 208.498 118 147 89 b_quark 0 4.18 290.123 -132 -241 -93
W+ 1 80.4 156.58 41 54 -116 W- 1 80.4 180.028 -141 -71 32
b_quark 0 4.18 78.0543 -15 69 33 b_quark 0 4.18 141.741 50 -127 -38
b_quark 0 4.18 194.143 -85 -100 143 b_quark 0 4.18 208.256 78 162 -105
W+ 1 80.4 141.824 53 100 -29 W- 1 80.4 240.959 -125 -184 -46
b_quark 0 4.18 104.878 -97 -22 33 b_quark 0 4.18 128.854 111 -13 -64
b_quark 0 4.18 204.062 -42 148 -134 b_quark 0 4.18 235.088 32 -60 225
b_quark 0 4.18 100.272 32 -87 -38 b_quark 0 4.18 185.759 -123 132 -44
tau+ 0 1.78 112.215 32 -99 42 tau- 0 1.78 133.151 -79 107 -6
b_quark 0 4.18 11.5097 -9 3 -5 b_quark 0 4.18 51.7926 30 42 1
b_quark 0 4.18 168.293 144 -63 60 b_quark 0 4.18 250.113 -219 63 -103
b_quark 0 4.18 188.821 -70 144 100 b_quark 0 4.18 279.354 143 -154 -184
b_quark 0 4.18 162.845 -92 9 -134 b_quark 0 4.18 197.673 134 -74 125
b_quark 0 4.18 124.974 -12 124 9 b_quark 0 4.18 112.136 83 -48 58
b_quark 0 4.18 133.43 -27 -79 104 b_quark 0 4.18 76.1477 -46 56 -23
tau+ 0 1.78 93.1298 -91 17 -10 tau- 0 1.78 141.008 110 -48 74
b_quark 0 4.18 138.049 -88 -100 -36 b_quark 0 4.18 238.448 142 174 80
b_quark 0 4.18 170.84 -46 -142 -83 b_quark 0 4.18 265.154 97 232 84
b_quark 0 4.18 174.549 -92 -31 -145 b_quark 0 4.18 238.57 149 44 181
b_quark 0 4.18 200.166 -94 98 147 b_quark 0 4.18 199.47 83 -11 -181
b_quark 0 4.18 36.5988 -28 3 23 b_quark 0 4.18 116.612 51 96 42
b_quark 0 4.18 201.863 -149 103 -89 b_quark 0 4.18 238.526 104 -131 170
b_quark 0 4.18 128.897 -120 46 -9 b_quark 0 4.18 155.485 99 -119 -14
b_quark 0 4.18 145.129 -127 70 4 b_quark 0 4.18 210.417 209 -1 -24
b_quark 0 4.18 126.446 109 -57 29 b_quark 0 4.18 34.256 -24 -16 -18
b_quark 0 4.18 157.796 -148 13 -53 b_quark 0 4.18 127.195 74 22 101
W+ 1 80.4 206.657 -13 -143 125 W- 1 80.4 251.973 23 231 -56
tau+ 0 1.78 87.4824 65 56 17 tau- 0 1.78 88.6294 -78 18 38
b_quark 0 4.18 129.574 104 66 40 b_quark 0 4.18 178.279 -149 -78 59
W+ 1 80.4 169.054 105 91 53 W- 1 80.4 215.989 -137 -93 -113
b_quark 0 4.18 157.326 142 59 -33 b_quark 0 4.18 160.893 -64 -83 122
b_quark 0 4.18 183.359 -83 95 -133 b_quark 0 4.18 185.269 45 -169 61
W+ 1 80.4 134.715 72 -32 74 W- 1 80.4 198.278 -75 99 -132
b_quark 0 4.18 192.228 -103 135 90 b_quark 0 4.18 238.645 138 -93 -171
W+ 1 80.4 125.105 -3 57 77 W- 1 80.4 178.673 -32 -10 -156
W+ 1 80.4 181.497 141 14 80 W- 1 80.4 167.075 -119 -85 8
b_quark 0 4.18 162.614 84 139 7 b_quark 0 4.18 198.793 -69 -156 -102
b_quark 0 4.18 138.309 22 78 -112 b_quark 0 4.18 94.1195 67 -64 16
b_quark 0 4.18 149.327 -92 19 -116 b_quark 0 4.18 78.7621 23 -44 61
W+ 1 80.4 122.43 -12 91 -10 W- 1 80.4 181.478 6 -153 55
b_quark 0 4.18 106.106 -104 -16 13 b_quark 0 4.18 120.306 100 66 10
b_quark 0 4.18 139.048 -8 -118 -73 b_quark 0 4.18 161.24 -78 141 4
W+ 1 80.4 181.621 -140 -19 -81 W- 1 80.4 201.179 183 -6 22
b_quark 0 4.18 197.936 -134 73 -126 b_quark 0 4.18 189.735 163 -2 97
W+ 1 80.4 164.174 -2 81 118 W- 1 80.4 217.987 -53 -42 -191
b_quark 0 4.18 178.408 -104 -130 -64 b_quark 0 4.18 89.2271 8 82 34
Z 1 91.2 125.138 69 -50 9 Z 1 91.2 136.185 -72 71 2
W+ 1 80.4 191.346 143 96 -22 W- 1 80.4 234.346 -202 -81 -33
b_quark 0 4.18 125.026 -3 -38 -119 b_quark 0 4.18 218.93 34 31 214
b_quark 0 4.18 223.281 -126 -115 -144 b_quark 0 4.18 217.206 26 183 114
b_quark 0 4.18 146.6 -20 7 -145 b_quark 0 4.18 148.642 50 16 139
W+ 1 80.4 209.712 -131 127 -65 W- 1 80.4 268.025 226 -59 104
b_quark 0 4.18 181.834 78 121 -111 b_quark 0 4.18 139.11 5 -115 78
b_quark 0 4.18 188.903 43 -133 -127 b_quark 0 4.18 316.717 -88 222 208
W+ 1 80.4 178.609 124 35 -94 W- 1 80.4 150.901 -39 25 119
b_quark 0 4.18 116.303 64 2 97 b_quark 0 4.18 183.244 16 -61 -172
b_quark 0 4.18 109.496 -44 -6 100 b_quark 0 4.18 173.362 -9 66 -160
b_quark 0 4.18 74.118 24 -42 -56 b_quark 0 4.18 50.7491 -21 34 -31
W+ 1 80.4 118.563 -34 31 -74 W- 1 80.4 185.244 -29 33 161
b_quark 0 4.18 114.641 65 -8 -94 b_quark 0 4.18 160.967 -12 -57 150
b_quark 0 4.18 203.972 -75 -139 -129 b_quark 0 4.18 224.193 168 95 114
W+ 1 80.4 135.714 -87 64 17 W- 1 80.4 199.94 90 -146 64
b_quark 0 4.18 171.966 -77 51 145 b_quark 0 4.18 89.5068 60 -37 -55
W+ 1 80.4 135.078 -9 26 -105 W- 1 80.4 156.889 -74 -35 107
b_quark 0 4.18 176.189 135 -16 112 b_quark 0 4.18 224.736 -201 -82 -58
W+ 1 80.4 175.323 -143 39 48 W- 1 80.4 174.975 90 -124 26
b_quark 0 4.18 168.043 101 56 122 b_quark 0 4.18 139.225 -15 -50 -129
b_quark 0 4.18 187.028 -116 -91 -115 b_quark 0 4.18 327.461 212 130 213
W+ 1 80.4 149.249 -69 -21 103 W- 1 80.4 168.161 14 3 -147
b_quark 0 4.18 220.199 146 -127 105 b_quark 0 4.18 231.012 -184 82 -113
b_quark 0 4.18 134.59 -113 72 12 b_quark 0 4.18 266.209 180 -163 -109
b_quark 0 4.18 146.668 133 59 -18 b_quark 0 4.18 107.534 -96 11 -47
b_quark 0 4.18 66.0642 25 -61 1 b_quark 0 4.18 89.3447 14 5 88
W+ 1 80.4 140.535 -89 18 -71 W- 1 80.4 214.868 142 46 132
tau+ 0 1.78 166.896 49 57 -149 tau- 0 1.78 276.69 -112 -83 239
b_quark 0 4.18 156.689 145 22 55 b_quark 0 4.18 244.185 -228 -67 -56
b_quark 0 4.18 199.729 99 92 147 b_quark 0 4.18 242.795 -100 -56 -214
b_quark 0 4.18 140.023 -34 127 48 b_quark 0 4.18 206.706 105 -106 -143
b_quark 0 4.18 198.342 144 -19 135 b_quark 0 4.18 275.729 -207 6 -182
b_quark 0 4.18 168.275 -107 -125 -35 b_quark 0 4.18 221.347 80 204 31
b_quark 0 4.18 142.869 -43 113 76 b_quark 0 4.18 185.805 39 -69 -168
W+ 1 80.4 119.101 -34 -74 33 W- 1 80.4 224.769 64 156 -125
W+ 1 80.4 177.342 -35 -144 -55 W- 1 80.4 270.69 134 217 42
b_quark 0 4.18 128.357 -91 49 -76 b_quark 0 4.18 170.269 107 -89 98
b_quark 0 4.18 140.7 13 137 -29 b_quark 0 4.18 222.183 78 -208 0
b_quark 0 4.18 147.711 -118 74 -49 b_quark 0 4.18 254.5 204 -144 -49
b_quark 0 4.18 231.302 121 129 -149 b_quark 0 4.18 188.445 -166 -63 63
b_quark 0 4.18 156.507 -64 -59 -130 b_quark 0 4.18 155.108 86 -2 129
W+ 1 80.4 131.092 -60 -55 64 W- 1 80.4 127.417 59 -19 -77
b_quark 0 4.18 194.441 143 21 130 b_quark 0 4.18 148.211 -132 -45 -50
b_quark 0 4.18 132.04 -72 -28 -107 b_quark 0 4.18 169.185 141 90 25
tau+ 0 1.78 179.928 -39 131 -117 tau- 0 1.78 201.015 62 -52 184
b_quark 0 4.18 155.243 -121 39 -89 b_quark 0 4.18 221.672 194 -107 6
b_quark 0 4.18 202.737 -117 120 114 b_quark 0 4.18 266.125 68 -209 -150
tau+ 0 1.78 155.419 -114 -100 34 tau- 0 1.78 150.257 133 58 -39
W+ 1 80.4 176.469 6 -140 71 W- 1 80.4 123.394 73 52 27
b_quark 0 4.18 157.792 -96 -89 -88 b_quark 0 4.18 219.45 160 35 146
b_quark 0 4.18 71.0385 -48 -49 -18 b_quark 0 4.18 106.731 90 57 5
b_quark 0 4.18 147.24 -141 -41 10 b_quark 0 4.18 222.006 212 46 47
W+ 1 80.4 183.066 138 -42 79 W- 1 80.4 260.816 -228 19 -96
W+ 1 80.4 208.262 -142 -91 -92 W- 1 80.4 199.226 165 31 71
b_quark 0 4.18 159.798 -11 -106 119 b_quark 0 4.18 212.552 -48 179 -104
b_quark 0 4.18 143.901 33 124 65 b_quark 0 4.18 151.909 15 -147 35
W+ 1 80.4 130.423 87 36 41 W- 1 80.4 191.432 -165 -29 -46
b_quark 0 4.18 205.753 69 -134 -140 b_quark 0 4.18 243.517 -67 205 113
b_quark 0 4.18 147.005 130 38 -57 b_quark 0 4.18 237.936 -128 -126 156
b_quark 0 4.18 173.861 56 107 -125 b_quark 0 4.18 141.285 -38 -130 40
b_quark 0 4.18 185.158 -119 28 -139 b_quark 0 4.18 139.766 46 -45 124
W+ 1 80.4 146.524 -13 -60 106 W- 1 80.4 139.679 79 -9 -82
b_quark 0 4.18 112.163 -31 81 -71 b_quark 0 4.18 95.5378 21 -38 85
b_quark 0 4.18 137.373 95 15 98 b_quark 0 4.18 85.4779 -55 -30 -58
b_quark 0 4.18 152.681 -25 -13 150 b_quark 0 4.18 252.118 64 -65 -235
b_quark 0 4.18 158.403 -69 123 -72 b_quark 0 4.18 191.623 158 -107 17
b_quark 0 4.18 135.98 80 72 -83 b_quark 0 4.18 131.543 -14 -101 83
tau+ 0 1.78 101.583 -50 -54 70 tau- 0 1.78 160.026 50 152 -1
b_quark 0 4.18 166.218 101 -57 -119 b_quark 0 4.18 314.227 -170 155 214
b_quark 0 4.18 126.718 -48 -70 94 b_quark 0 4.18 199.819 90 57 -169
b_quark 0 4.18 173.457 -1 150 -87 b_quark 0 4.18 117.807 -44 -66 87
b_quark 0 4.18 107.175 -8 -74 -77 b_quark 0 4.18 151.193 -4 151 -5
W+ 1 80.4 148.638 -2 35 -120 W- 1 80.4 113.125 61 44 26
W+ 1 80.4 137.219 80 -77 6 W- 1 80.4 145.994 -109 37 40
b_quark 0 4.18 81.1571 72 -37 4 b_quark 0 4.18 50.5517 -41 29 -4
b_quark 0 4.18 132.459 -30 -52 -118 b_quark 0 4.18 151.577 93 110 47
b_quark 0 4.18 151.329 -145 3 43 b_quark 0 4.18 244.31 226 37 -85
W+ 1 80.4 143.084 -28 0 115 W- 1 80.4 119.374 -48 -71 -21
b_quark 0 4.18 186.95 -114 81 124 b_quark 0 4.18 130.455 16 -124 -37
W+ 1 80.4 121.153 -13 77 -46 W- 1 80.4 144.973 -52 -107 20
b_quark 0 4.18 144.161 -115 68 -54 b_quark 0 4.18 123.574 102 -68 15
W+ 1 80.4 163.013 91 -58 -92 W- 1 80.4 148.792 7 115 49
W+ 1 80.4 168.102 -41 112 -87 W- 1 80.4 189.932 92 -145 11
W+ 1 80.4 196.316 -146 -98 34 W- 1 80.4 308.385 229 186 40
b_quark 0 4.18 146.746 -90 -104 51 b_quark 0 4.18 128.54 43 120 -16
b_quark 0 4.18 206.513 143 -65 134 b_quark 0 4.18 298.038 -145 122 -230
b_quark 0 4.18 165.041 -96 -7 -134 b_quark 0 4.18 234.394 -3 -25 233
b_quark 0 4.18 211.065 -125 -141 95 b_quark 0 4.18 247.302 156 47 -186
b_quark 0 4.18 149.517 -116 -31 89 b_quark 0 4.18 154.219 149 11 -38
b_quark 0 4.18 99.7821 67 -11 -73 b_quark 0 4.18 152.248 29 -64 135
W+ 1 80.4 192.076 -35 140 98 W- 1 80.4 130.553 24 -100 -2
b_quark 0 4.18 134.002 55 -117 35 b_quark 0 4.18 193.658 -54 161 -93
W+ 1 80.4 185.551 120 58 101 W- 1 80.4 195.789 -53 -64 -158
b_quark 0 4.18 184.52 111 147 -10 b_quark 0 4.18 232.746 -203 -112 -20
